JOBNAME;ExecutableName;BatFile;LogFile;Control-m FOLDER;Control-m APPLICATION;Control-m SUB_APPLICATION
P.JW.GR.CMS.CCO_UFX_IMPORT.WAIT.60;;_sleep;;P.FL.GR.CMS.PROCESSING.UFX.PROCESS/P.FL.GR.CMS.PROCESSING.UFX.WAY4.PROCEDURE/P.FL.GR.CMS.IIC.IMPORT/P.FL.GR.CMS.WS.CCO_UFX_IMPORT;CMS;CMS.W4_PROCEDURE
P.JW.GR.CMS.DD_IMPORT.WAIT.60;;_sleep;;P.FL.GR.CMS.PROCESSING.UFX.PROCESS/P.FL.GR.CMS.PROCESSING.UFX.WAY4.PROCEDURE/P.FL.GR.CMS.IIC.IMPORT/P.FL.GR.CMS.WS.DD_IMPORT;CMS;CMS.W4_PROCEDURE
P.JW.GR.CMS.POS_UFX_IMPORT.WAIT.60;;_sleep;;P.FL.GR.CMS.ELTA.INCOMING.INITIALIZE/P.FL.GR.CMS.UFX_IMPORT.ELTA;CMS;CMS.UFX_FILES
P.JW.GR.CMS.POS_UFX_IMPORT.WAIT.60;;_sleep;;P.FL.GR.CMS.ELTA.INCOMING.INITIALIZE/P.FL.GR.CMS.UFX_IMPORT.ELTA;CMS;CMS.UFX_FILES
P.JW.GR.CMS.UFX_IPS_IMPORT.WAIT.60;;_sleep;;P.FL.GR.CMS.PROCESSING.UFX.PROCESS/P.FL.GR.CMS.PROCESSING.UFX.WAY4.PROCEDURE/P.FL.GR.CMS.IIC.IMPORT/P.FL.GR.CMS.WS.UFX_IPS_IMPORT;CMS;CMS.W4_PROCEDURE
OAFPDP14;;G:\WINSCHED\OAF\OAFPDP14\StocksUpdateDW.cmd;;OAFDP14;WEALTH;WEALTH
P.JA.GR.CMS.AZR.ATM_REJECTIONS;;G:\winsched\ATM\Way4_ATM_Rejections.cmd;;P.FL.GR.CMS.WAY4.ATM.REJECTIONS;CMS;CMS
P.JW.GR.EDO.AFB.D.TL_TIR_LC_LG_1_HIST_D;RegulatoryReports>EDO_TL_TIR_LC_LG_1_HIST_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.TL_TIR_LC_LG_1_HIST_D\P.JW.GR.EDO.AFB.D.TL_TIR_LC_LG_1_HIST_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.TL_TIR_LC_LG_1_HIST_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.TEIRESIAS;EDW;EDW.FABRIC
P.JW.GR.IDP.RUN_USERS_REPORT.BAT;;G:\WINSCHED\IBANKACCOUNT\BatFiles\run-users-report.bat;;P.FL.GR.IDP.IBANKACCOUNT.USERSREPORT;PLATFORMS;IDENTITY_PLATFORM
P.JW.GR.EDO.AFB.M.E_SOLAR_MOVEMENTS_M;EDO>EDO_E_SOLAR_MOVEMENTS_M;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.M.E_SOLAR_MOVEMENTS_M\P.JW.GR.EDO.AFB.M.E_SOLAR_MOVEMENTS_M.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.M.E_SOLAR_MOVEMENTS_M\OUTPUT.LOG;P.FL.GR.EDO.EOM.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.ADX.M.E_SOLAR_MOVEMENTS_M;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.M.E_SOLAR_MOVEMENTS_M\P.JW.GR.EDO.ADX.M.E_SOLAR_MOVEMENTS_M.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.M.E_SOLAR_MOVEMENTS_M\OUTPUT.LOG;P.FL.GR.EDO.EOM.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_SOLAR_FACILITY_LEVEL_D;EDO>EDO_E_SOLAR_FACILITY_LEVEL_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_FACILITY_LEVEL_D\P.JW.GR.EDO.AFB.D.E_SOLAR_FACILITY_LEVEL_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_FACILITY_LEVEL_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.ADX.D.E_SOLAR_FACILITY_LEVEL_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_FACILITY_LEVEL_D\P.JW.GR.EDO.ADX.D.E_SOLAR_FACILITY_LEVEL_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_FACILITY_LEVEL_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_SOLAR_BORROWER_D;EDO>EDO_E_SOLAR_BORROWER_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_BORROWER_D\P.JW.GR.EDO.AFB.D.E_SOLAR_BORROWER_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_BORROWER_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.ADX.D.E_SOLAR_BORROWER_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_BORROWER_D\P.JW.GR.EDO.ADX.D.E_SOLAR_BORROWER_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_BORROWER_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_SOLAR_COLLATERAL_D;EDO>EDO_E_SOLAR_COLLATERAL_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_COLLATERAL_D\P.JW.GR.EDO.AFB.D.E_SOLAR_COLLATERAL_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_COLLATERAL_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.ADX.D.E_SOLAR_COLLATERAL_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_COLLATERAL_D\P.JW.GR.EDO.ADX.D.E_SOLAR_COLLATERAL_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_COLLATERAL_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_SOLAR_GUARANTEE_D;EDO>EDO_E_SOLAR_GUARANTEE_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_GUARANTEE_D\P.JW.GR.EDO.AFB.D.E_SOLAR_GUARANTEE_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_GUARANTEE_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.ADX.D.E_SOLAR_GUARANTEE_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_GUARANTEE_D\P.JW.GR.EDO.ADX.D.E_SOLAR_GUARANTEE_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_GUARANTEE_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_SOLAR_LOAN_RELATIONS_D;EDO>EDO_E_SOLAR_LOAN_RELATIONS_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_LOAN_RELATIONS_D\P.JW.GR.EDO.AFB.D.E_SOLAR_LOAN_RELATIONS_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_SOLAR_LOAN_RELATIONS_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.EDO.ADX.D.E_SOLAR_LOAN_RELATIONS_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_LOAN_RELATIONS_D\P.JW.GR.EDO.ADX.D.E_SOLAR_LOAN_RELATIONS_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_SOLAR_LOAN_RELATIONS_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.SOLAR_EXPORT;EDW;EDW.FABRIC
P.JW.GR.AZR.BGD.PFM_RECONCILIATION;;G:\WINSCHED\PFM_Reconciliation\PFM_Reconciliation.bat;;P.FL.GR.AZR.BGD.PFM_RECONCILIATION;BIG_DATA;AZURE.BIGDATA
P.JW.GR.AZR.BGD.COSMOS.LOAD_IBANK_SA_WE;;G:\Winsched\CosmosLoadIbankSa\CBSTRNEXT_Load_IbankSA_WE.bat;;P.FL.GR.AZR.BGD.COSMOS.LOAD_IBANK_SA;BIG_DATA;AZURE.BIGDATA
P.JW.GR.AZR.BGD.COSMOS.LOAD_IBANK_SA_NE;;G:\Winsched\CosmosLoadIbankSa\CBSTRNEXT_Load_IbankSA_NE.bat;;P.FL.GR.AZR.BGD.COSMOS.LOAD_IBANK_SA;BIG_DATA;AZURE.BIGDATA
P.JW.GR.INV.PRIVATEBANKINGSTATEMENTSREPORT.CMD;;G:\WINSCHED\OAF\PrivateBankingStatementsReport\PrivateBankingStatementsReport.cmd;;P.FL.GR.INV.NBG.PBSTATEMENT.FILE.LOAD;WEALTH;WEALTH
P.JW.GR.INV.CBS.CBSTRNEXT_TRANSACTIONS_EXPORT_WEALTH.BAT;;G:\WINSCHED\CosmosTrnsExportWealth\CBSTRNEXT_Transactions_Export_Wealth.bat;;P.FL.GR.INV.NBG.PBSTATEMENT.FILE.LOAD;WEALTH;WEALTH
P.JW.GR.INV.ACCOUNTMOVEMENTSLOADER.CMD;;G:\WINSCHED\OAF\AccountMovementsLoader\AccountMovementsLoader.cmd;;P.FL.GR.INV.NBG.PBSTATEMENT.FILE.LOAD;WEALTH;WEALTH
P.JW.GR.EDO.ADX.D.E_DB_ALM_DBO_DEP_RATES_SCALES_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_DBO_DEP_RATES_SCALES_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_DBO_DEP_RATES_SCALES_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_DBO_DEP_RATES_SCALES_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_LOAN_INTERNAL_RATING_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOAN_INTERNAL_RATING_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOAN_INTERNAL_RATING_D.bat;;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_FLEXI_BEHAVIOUR_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_FLEXI_BEHAVIOUR_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_FLEXI_BEHAVIOUR_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_FLEXI_BEHAVIOUR_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_INTEREST_BEHAVIOUR_IRCR_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_INTEREST_BEHAVIOUR_IRCR_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_INTEREST_BEHAVIOUR_IRCR_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_INTEREST_BEHAVIOUR_IRCR_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_IRCR_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_IRCR_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_IRCR_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_IRCR_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_P8_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_P8_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_P8_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_PAY_PLAN_P8_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_REALISED_PAYMENTS_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_REALISED_PAYMENTS_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_REALISED_PAYMENTS_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_REALISED_PAYMENTS_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_SOLD_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_SOLD_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_LOANS_SOLD_D.bat;;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_MANUAL_GL_ENTRIES_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_MANUAL_GL_ENTRIES_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_MANUAL_GL_ENTRIES_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_MANUAL_GL_ENTRIES_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_RISK_WEIGHTED_ASSETS_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_RISK_WEIGHTED_ASSETS_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_RISK_WEIGHTED_ASSETS_D.bat;;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_TABLE_LOAD_LOG_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_TABLE_LOAD_LOG_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_TABLE_LOAD_LOG_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_TABLE_LOAD_LOG_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_DBO_DEP_RATE_SCALES_D;ALM>EDO_E_DB_ALM_EDW_DBO_DEP_RATE_SCALES_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_DBO_DEP_RATE_SCALES_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_DBO_DEP_RATE_SCALES_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_DBO_DEP_RATE_SCALES_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOAN_INTERNAL_RATING_D;ALM>EDO_E_DB_ALM_EDW_LOAN_INTERNAL_RATING_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOAN_INTERNAL_RATING_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOAN_INTERNAL_RATING_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOAN_INTERNAL_RATING_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_FLEXI_BEHAVIOUR_D;ALM>EDO_E_DB_ALM_EDW_LOANS_FLEXI_BEHAVIOUR_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_FLEXI_BEHAVIOUR_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_FLEXI_BEHAVIOUR_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_FLEXI_BEHAVIOUR_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_IRCR_D;ALM>EDO_E_DB_ALM_EDW_LOANS_PAY_PLAN_IRCR_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_IRCR_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_IRCR_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_IRCR_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_IRL_D;ALM>EDO_E_DB_ALM_EDW_LOANS_PAY_PLAN_IRL_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_IRL_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_IRL_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_IRL_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_P8_D;ALM>EDO_E_DB_ALM_EDW_LOANS_PAY_PLAN_P8_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_P8_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_P8_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_PAY_PLAN_P8_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_REALISED_PAYMENTS_D;ALM>EDO_E_DB_ALM_EDW_LOANS_REALISED_PAYMENTS_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_REALISED_PAYMENTS_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_REALISED_PAYMENTS_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_REALISED_PAYMENTS_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_SOLD_D;ALM>EDO_E_DB_ALM_EDW_LOANS_SOLD_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_SOLD_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_SOLD_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_SOLD_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_MANUAL_GL_ENTRIES_D;ALM>EDO_E_DB_ALM_EDW_MANUAL_GL_ENTRIES_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_MANUAL_GL_ENTRIES_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_MANUAL_GL_ENTRIES_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_MANUAL_GL_ENTRIES_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_RISK_WEIGHTED_ASSETS_D;ALM>EDO_E_DB_ALM_EDW_RISK_WEIGHTED_ASSETS_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_RISK_WEIGHTED_ASSETS_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_RISK_WEIGHTED_ASSETS_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_RISK_WEIGHTED_ASSETS_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.EDODUMB2;SalesDataTapesDM>EDO_E_SALES_DB_FRNTR_OVD_INSTRUMENTS_M;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.EDODUMB2\P.JW.GR.EDO.AFB.D.EDODUMB2.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.EDODUMB2\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.EDOPDBST;SalesDataTapesDM>EDO_E_SALES_DB_FRNTR_OVD_INSTRUMENTS_M;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.EDOPDBST\P.JW.GR.EDO.AFB.D.EDOPDBST.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.EDOPDBST\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;0
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_INT_BEHAVIOUR_IRCR_D;ALM>EDO_E_DB_ALM_EDW_LOANS_INTEREST_BEHAVIOUR_IRCR_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_INT_BEHAVIOUR_IRCR_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_INT_BEHAVIOUR_IRCR_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_INT_BEHAVIOUR_IRCR_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_INT_BEHAVIOUR_IRL_D;ALM>EDO_E_DB_ALM_EDW_LOANS_INTEREST_BEHAVIOUR_IRL_D;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_INT_BEHAVIOUR_IRL_D\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_INT_BEHAVIOUR_IRL_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.AFB.D.E_DB_ALM_EDW_LOANS_INT_BEHAVIOUR_IRL_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH1.ALM;EDW;EDW.FABRIC
P.JW.GR.EDO.ADX.D.ALM_ROLL_PARTITIONS;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.ALM_ROLL_PARTITIONS\P.JW.GR.EDO.ADX.D.ALM_ROLL_PARTITIONS.bat;;P.FL.GR.EDO.DLY.BATCH2.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_ADAPTIV_CUSTOMERS_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_ADAPTIV_CUSTOMERS_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_ADAPTIV_CUSTOMERS_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_ADAPTIV_CUSTOMERS_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.ALM;EDW;EDW.DATABRICKS
P.JW.GR.EDO.ADX.D.E_DB_ALM_ADAPTIV_MRGN_ACC_COLL_D;;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_ADAPTIV_MRGN_ACC_COLL_D\P.JW.GR.EDO.ADX.D.E_DB_ALM_ADAPTIV_MRGN_ACC_COLL_D.bat;\\AZ0A000010120\WINSCHED\EDO\P.JW.GR.EDO.ADX.D.E_DB_ALM_ADAPTIV_MRGN_ACC_COLL_D\OUTPUT.LOG;P.FL.GR.EDO.DLY.BATCH2.ALM;EDW;EDW.DATABRICKS
